split,image_member,json_member,object_index,folder_target_class,object_major,object_detail,object_class,is_target_object,is_known_training_class,source_geometry,x1,y1,x2,y2,bbox_width,bbox_height,bbox_area_ratio,bbox_aspect_ratio
Training,Training/images/의류/원피스/18_X003_C163_1210/18_X003_C163_1210_0.jpg,Training/labels/의류/원피스/18_X003_C163_1210/18_X003_C163_1210_0.json,0,의류/원피스,의류,원피스,의류/원피스,True,True,BOX,188.0,270.0,992.0,1140.0,804.0,870.0,0.25299479166666666,0.9241379310344827
Training,Training/images/의류/원피스/18_X003_C163_1210/18_X003_C163_1210_0.jpg,Training/labels/의류/원피스/18_X003_C163_1210/18_X003_C163_1210_0.json,1,의류/원피스,의류,상의,의류/상의,False,True,BOX,1041.0,197.0,1659.0,1061.0,618.0,864.0,0.193125,0.7152777777777778
Training,Training/images/의류/원피스/18_X004_C037_1117/18_X004_C037_1117_4.jpg,Training/labels/의류/원피스/18_X004_C037_1117/18_X004_C037_1117_4.json,0,의류/원피스,의류,원피스,의류/원피스,True,True,BOX,413.0,57.0,1782.0,1398.0,1369.0,1341.0,0.6640006510416666,1.0208799403430275
Training,Training/images/의류/원피스/18_X007_C038_1124_6/18_X007_C038_1124_6_0.jpg,Training/labels/의류/원피스/18_X007_C038_1124_6/18_X007_C038_1124_6_0.json,0,의류/원피스,의류,원피스,의류/원피스,True,True,BOX,431.0,207.0,1456.0,855.0,1025.0,648.0,0.3203125,1.5817901234567902
Training,Training/images/의류/원피스/18_X007_C709_1215/18_X007_C709_1215_3.jpg,Training/labels/의류/원피스/18_X007_C709_1215/18_X007_C709_1215_3.json,0,의류/원피스,의류,원피스,의류/원피스,True,True,BOX,233.0,285.0,1693.0,1239.0,1460.0,954.0,0.5037760416666667,1.530398322851153
Training,Training/images/의류/원피스/18_X012_C166_1013/18_X012_C166_1013_0.jpg,Training/labels/의류/원피스/18_X012_C166_1013/18_X012_C166_1013_0.json,0,의류/원피스,의류,원피스,의류/원피스,True,True,BOX,281.0,378.0,1681.0,1618.0,1400.0,1240.0,0.4709201388888889,1.1290322580645162
Training,Training/images/의류/원피스/18_X039_C172_1130/18_X039_C172_1130_1.jpg,Training/labels/의류/원피스/18_X039_C172_1130/18_X039_C172_1130_1.json,0,의류/원피스,의류,원피스,의류/원피스,True,True,BOX,516.0,180.0,1320.0,827.0,804.0,647.0,0.1881467013888889,1.242658423493045
Training,Training/images/의류/원피스/18_X057_C900_1112/18_X057_C900_1112_2.jpg,Training/labels/의류/원피스/18_X057_C900_1112/18_X057_C900_1112_2.json,0,의류/원피스,의류,원피스,의류/원피스,True,True,BOX,413.0,144.0,1479.0,1375.0,1066.0,1231.0,0.4746260127314815,0.8659626320064988
Training,Training/images/의류/하의/18_X002_C173_1207/18_X002_C173_1207_2.jpg,Training/labels/의류/하의/18_X002_C173_1207/18_X002_C173_1207_2.json,0,의류/하의,의류,하의,의류/하의,True,True,BOX,776.0,175.0,1208.0,377.0,432.0,202.0,0.0315625,2.1386138613861387
Training,Training/images/의류/하의/18_X002_C173_1207/18_X002_C173_1207_2.jpg,Training/labels/의류/하의/18_X002_C173_1207/18_X002_C173_1207_2.json,1,의류/하의,의류,상의,의류/상의,False,True,BOX,661.0,366.0,1539.0,1311.0,878.0,945.0,0.30009765625,0.9291005291005291
Training,Training/images/의류/하의/18_X004_C024_1014/18_X004_C024_1014_0.jpg,Training/labels/의류/하의/18_X004_C024_1014/18_X004_C024_1014_0.json,0,의류/하의,의류,하의,의류/하의,True,True,BOX,583.0,457.0,1134.0,870.0,551.0,413.0,0.0823072193287037,1.334140435835351
Training,Training/images/의류/하의/18_X008_C163_1117/18_X008_C163_1117_3.jpg,Training/labels/의류/하의/18_X008_C163_1117/18_X008_C163_1117_3.json,0,의류/하의,의류,하의,의류/하의,True,True,BOX,473.0,329.0,1382.0,894.0,909.0,565.0,0.2476779513888889,1.608849557522124
Training,Training/images/의류/하의/18_X009_C194_1125/18_X009_C194_1125_2.jpg,Training/labels/의류/하의/18_X009_C194_1125/18_X009_C194_1125_2.json,0,의류/하의,의류,하의,의류/하의,True,True,BOX,359.0,156.0,1304.0,997.0,945.0,841.0,0.38326822916666664,1.1236623067776457
Training,Training/images/의류/하의/18_X011_C163_1130/18_X011_C163_1130_2.jpg,Training/labels/의류/하의/18_X011_C163_1130/18_X011_C163_1130_2.json,0,의류/하의,의류,하의,의류/하의,True,True,BOX,445.0,156.0,1476.0,1030.0,1031.0,874.0,0.3259165219907407,1.1796338672768878
Training,Training/images/의류/하의/18_X012_C058_1126/18_X012_C058_1126_3.jpg,Training/labels/의류/하의/18_X012_C058_1126/18_X012_C058_1126_3.json,0,의류/하의,의류,하의,의류/하의,True,True,BOX,585.0,269.0,1646.0,1140.0,1061.0,871.0,0.3342487702546296,1.2181400688863375
Training,Training/images/의류/하의/18_X012_C704_1211/18_X012_C704_1211_2.jpg,Training/labels/의류/하의/18_X012_C704_1211/18_X012_C704_1211_2.json,0,의류/하의,의류,하의,의류/하의,True,True,BOX,183.0,369.0,1841.0,1160.0,1658.0,791.0,0.4743482349537037,2.0960809102402025
Training,Training/images/의류/하의/18_X162_C900_1117/18_X162_C900_1117_3.jpg,Training/labels/의류/하의/18_X162_C900_1117/18_X162_C900_1117_3.json,0,의류/하의,의류,하의,의류/하의,True,True,BOX,623.0,96.0,1316.0,1025.0,693.0,929.0,0.31047309027777775,0.7459634015069968
Training,Training/images/의류/하의/18_X644_C900_1117/18_X644_C900_1117_1.jpg,Training/labels/의류/하의/18_X644_C900_1117/18_X644_C900_1117_1.json,0,의류/하의,의류,하의,의류/하의,True,True,BOX,534.0,159.0,1446.0,1113.0,912.0,954.0,0.3146875,0.9559748427672956
Training,Training/images/의류/합성섬유/18_X001_C034_1006/18_X001_C034_1006_3.jpg,Training/labels/의류/합성섬유/18_X001_C034_1006/18_X001_C034_1006_3.json,0,의류/합성섬유,의류,합성섬유,의류/합성섬유,True,True,BOX,680.0,109.0,1920.0,1345.0,1240.0,1236.0,0.5543402777777777,1.0032362459546926
Training,Training/images/의류/합성섬유/18_X001_C207_1026/18_X001_C207_1026_0.jpg,Training/labels/의류/합성섬유/18_X001_C207_1026/18_X001_C207_1026_0.json,0,의류/합성섬유,의류,합성섬유,의류/합성섬유,True,True,BOX,227.0,171.0,1163.0,1824.0,936.0,1653.0,0.559609375,0.5662431941923775
Training,Training/images/의류/합성섬유/18_X001_C209_1118/18_X001_C209_1118_1.jpg,Training/labels/의류/합성섬유/18_X001_C209_1118/18_X001_C209_1118_1.json,0,의류/합성섬유,의류,합성섬유,의류/합성섬유,True,True,BOX,615.0,130.0,1537.0,1161.0,922.0,1031.0,0.3438158275462963,0.8942774005819593
Training,Training/images/의류/합성섬유/18_X001_C504_1015/18_X001_C504_1015_2.jpg,Training/labels/의류/합성섬유/18_X001_C504_1015/18_X001_C504_1015_2.json,0,의류/합성섬유,의류,합성섬유,의류/합성섬유,True,True,BOX,447.0,655.0,1304.0,1413.0,857.0,758.0,0.2349558738425926,1.1306068601583112
Training,Training/images/의류/합성섬유/18_X002_C172_1113/18_X002_C172_1113_3.jpg,Training/labels/의류/합성섬유/18_X002_C172_1113/18_X002_C172_1113_3.json,0,의류/합성섬유,의류,합성섬유,의류/합성섬유,True,True,BOX,559.0,372.0,1326.0,1177.0,767.0,805.0,0.22331995081018519,0.9527950310559006
Training,Training/images/의류/합성섬유/18_X034_C178_1120/18_X034_C178_1120_1.jpg,Training/labels/의류/합성섬유/18_X034_C178_1120/18_X034_C178_1120_1.json,0,의류/합성섬유,의류,합성섬유,의류/합성섬유,True,True,BOX,589.0,193.0,1337.0,972.0,748.0,779.0,0.21075376157407408,0.9602053915275995
Training,Training/images/의류/합성섬유/18_X034_C203_1123/18_X034_C203_1123_2.jpg,Training/labels/의류/합성섬유/18_X034_C203_1123/18_X034_C203_1123_2.json,0,의류/합성섬유,의류,합성섬유,의류/합성섬유,True,True,BOX,256.0,274.0,1708.0,1356.0,1452.0,1082.0,0.5682378472222223,1.3419593345656193
Training,Training/images/의류/합성섬유/18_X037_C178_1120/18_X037_C178_1120_1.jpg,Training/labels/의류/합성섬유/18_X037_C178_1120/18_X037_C178_1120_1.json,0,의류/합성섬유,의류,합성섬유,의류/합성섬유,True,True,BOX,539.0,218.0,1371.0,1020.0,832.0,802.0,0.24134259259259258,1.0374064837905237
Training,Training/images/의류/합성섬유/18_X693_C900_1209/18_X693_C900_1209_3.jpg,Training/labels/의류/합성섬유/18_X693_C900_1209/18_X693_C900_1209_3.json,0,의류/합성섬유,의류,합성섬유,의류/합성섬유,True,True,BOX,286.0,435.0,1576.0,1516.0,1290.0,1081.0,0.37827962239583335,1.1933395004625347
Training,Training/images/종이류/기타/21_X007_C705_0111/21_X007_C705_0111_4.jpg,Training/labels/종이류/기타/21_X007_C705_0111/21_X007_C705_0111_4.json,0,종이류/기타,종이류,기타,종이류/기타,True,True,BOX,691.0,428.0,1372.0,1078.0,681.0,650.0,0.16001865347909075,1.0476923076923077
Training,Training/images/종이류/기타/21_X014_C058_0127/21_X014_C058_0127_3.jpg,Training/labels/종이류/기타/21_X014_C058_0127/21_X014_C058_0127_3.json,0,종이류/기타,종이류,기타,종이류/기타,True,True,BOX,826.0,75.0,1297.0,415.0,471.0,340.0,0.057890855457227136,1.3852941176470588
Training,Training/images/종이류/기타/21_X014_C058_0127/21_X014_C058_0127_3.jpg,Training/labels/종이류/기타/21_X014_C058_0127/21_X014_C058_0127_3.json,1,종이류/기타,도기류,그릇류,도기류/그릇류,False,True,BOX,835.0,797.0,1235.0,1193.0,400.0,396.0,0.05726184279021343,1.0101010101010102
Training,Training/images/종이류/기타/21_X016_C705_0105/21_X016_C705_0105_4.jpg,Training/labels/종이류/기타/21_X016_C705_0105/21_X016_C705_0105_4.json,0,종이류/기타,종이류,기타,종이류/기타,True,True,BOX,538.0,357.0,1162.0,1077.0,624.0,720.0,0.16241540864133264,0.8666666666666667
Training,Training/images/종이류/기타/21_X017_C211_1113/21_X017_C211_1113_3.jpg,Training/labels/종이류/기타/21_X017_C211_1113/21_X017_C211_1113_3.json,0,종이류/기타,종이류,기타,종이류/기타,True,True,BOX,185.0,113.0,1715.0,889.0,1530.0,776.0,0.42920353982300885,1.9716494845360826
Training,Training/images/종이류/기타/21_X025_C500_0217/21_X025_C500_0217_2.jpg,Training/labels/종이류/기타/21_X025_C500_0217/21_X025_C500_0217_2.json,0,종이류/기타,종이류,기타,종이류/기타,True,True,POLYGON->BOX,499.0,893.0,787.0,1292.0,288.0,399.0,0.041540864133263924,0.7218045112781954
Training,Training/images/종이류/기타/21_X037_C704_0107/21_X037_C704_0107_4.jpg,Training/labels/종이류/기타/21_X037_C704_0107/21_X037_C704_0107_4.json,0,종이류/기타,종이류,기타,종이류/기타,True,True,BOX,613.0,334.0,1344.0,1074.0,731.0,740.0,0.19555063913470994,0.9878378378378379
Training,Training/images/종이류/기타/21_X051_C704_0107/21_X051_C704_0107_1.jpg,Training/labels/종이류/기타/21_X051_C704_0107/21_X051_C704_0107_1.json,0,종이류/기타,종이류,기타,종이류/기타,True,True,BOX,923.0,680.0,1299.0,987.0,376.0,307.0,0.0417288449303025,1.224755700325733
Training,Training/images/종이류/기타/21_X052_C701_1230/21_X052_C701_1230_0.jpg,Training/labels/종이류/기타/21_X052_C701_1230/21_X052_C701_1230_0.json,0,종이류/기타,종이류,기타,종이류/기타,True,True,BOX,596.0,310.0,1704.0,968.0,1108.0,658.0,0.30338946586086174,1.6838905775075987
Training,Training/images/종이류/기타/21_X071_C701_1230/21_X071_C701_1230_0.jpg,Training/labels/종이류/기타/21_X071_C701_1230/21_X071_C701_1230_0.json,0,종이류/기타,종이류,기타,종이류/기타,True,True,BOX,686.0,354.0,1124.0,611.0,438.0,257.0,0.05420685052159755,1.7042801556420233
Training,Training/images/종이류/노트/21_X009_C209_1112/21_X009_C209_1112_3.jpg,Training/labels/종이류/노트/21_X009_C209_1112/21_X009_C209_1112_3.json,0,종이류/노트,종이류,노트,종이류/노트,True,True,BOX,268.0,155.0,1746.0,1228.0,1478.0,1073.0,0.573601707175926,1.3774464119291705
Training,Training/images/종이류/노트/21_X023_C175_1113/21_X023_C175_1113_4.jpg,Training/labels/종이류/노트/21_X023_C175_1113/21_X023_C175_1113_4.json,0,종이류/노트,종이류,노트,종이류/노트,True,True,BOX,385.0,221.0,1694.0,1260.0,1309.0,1039.0,0.49166052114060965,1.2598652550529355
Training,Training/images/종이류/노트/21_X052_C015_0131/21_X052_C015_0131_1.jpg,Training/labels/종이류/노트/21_X052_C015_0131/21_X052_C015_0131_1.json,0,종이류/노트,종이류,노트,종이류/노트,True,True,BOX,852.0,140.0,1536.0,988.0,684.0,848.0,0.2795766094048239,0.8066037735849056
Training,Training/images/종이류/노트/21_X052_C015_0131/21_X052_C015_0131_1.jpg,Training/labels/종이류/노트/21_X052_C015_0131/21_X052_C015_0131_1.json,1,종이류/노트,종이류,노트,종이류/노트,True,True,BOX,118.0,101.0,661.0,777.0,543.0,676.0,0.17692752617271099,0.8032544378698225
Training,Training/images/종이류/노트/21_X053_C015_0131/21_X053_C015_0131_3.jpg,Training/labels/종이류/노트/21_X053_C015_0131/21_X053_C015_0131_3.json,0,종이류/노트,종이류,노트,종이류/노트,True,True,BOX,495.0,278.0,1554.0,821.0,1059.0,543.0,0.277169009196599,1.9502762430939227
Training,Training/images/종이류/노트/21_X071_C015_0131/21_X071_C015_0131_0.jpg,Training/labels/종이류/노트/21_X071_C015_0131/21_X071_C015_0131_0.json,0,종이류/노트,종이류,노트,종이류/노트,True,True,BOX,554.0,502.0,1047.0,926.0,493.0,424.0,0.10075385119632907,1.1627358490566038
Training,Training/images/종이류/노트/21_X175_C015_0131/21_X175_C015_0131_2.jpg,Training/labels/종이류/노트/21_X175_C015_0131/21_X175_C015_0131_2.json,0,종이류/노트,종이류,노트,종이류/노트,True,True,BOX,572.0,422.0,1455.0,961.0,883.0,539.0,0.22940260666705226,1.6382189239332097
Training,Training/images/종이류/노트/21_X196_C015_0131/21_X196_C015_0131_3.jpg,Training/labels/종이류/노트/21_X196_C015_0131/21_X196_C015_0131_3.json,0,종이류/노트,종이류,노트,종이류/노트,True,True,BOX,447.0,167.0,1549.0,788.0,1102.0,621.0,0.32985424258198853,1.7745571658615138
Training,Training/images/종이류/노트/21_X406_C015_0131/21_X406_C015_0131_2.jpg,Training/labels/종이류/노트/21_X406_C015_0131/21_X406_C015_0131_2.json,0,종이류/노트,종이류,노트,종이류/노트,True,True,BOX,660.0,305.0,1529.0,776.0,869.0,471.0,0.197282954479727,1.8450106157112527
Training,Training/images/종이류/노트/21_X406_C015_0131/21_X406_C015_0131_2.jpg,Training/labels/종이류/노트/21_X406_C015_0131/21_X406_C015_0131_2.json,1,종이류/노트,캔류,맥주캔,캔류/맥주캔,False,True,BOX,646.0,175.0,938.0,343.0,292.0,168.0,0.023645092255191163,1.7380952380952381
Training,Training/images/종이류/노트/21_X454_C015_0131/21_X454_C015_0131_0.jpg,Training/labels/종이류/노트/21_X454_C015_0131/21_X454_C015_0131_0.json,0,종이류/노트,종이류,노트,종이류/노트,True,True,BOX,746.0,334.0,1346.0,774.0,600.0,440.0,0.12724853953380763,1.3636363636363635
Training,Training/images/종이류/상자류/21_X001_C026_1110/21_X001_C026_1110_2.jpg,Training/labels/종이류/상자류/21_X001_C026_1110/21_X001_C026_1110_2.json,0,종이류/상자류,종이류,상자류,종이류/상자류,True,True,BOX,310.0,80.0,1540.0,916.0,1230.0,836.0,0.4958912037037037,1.4712918660287082
Training,Training/images/종이류/상자류/21_X003_C705_1220/21_X003_C705_1220_0.jpg,Training/labels/종이류/상자류/21_X003_C705_1220/21_X003_C705_1220_0.json,0,종이류/상자류,종이류,상자류,종이류/상자류,True,True,BOX,534.0,358.0,1310.0,715.0,776.0,357.0,0.13359953703703703,2.1736694677871147
Training,Training/images/종이류/상자류/21_X013_C173_1008/21_X013_C173_1008_0.jpg,Training/labels/종이류/상자류/21_X013_C173_1008/21_X013_C173_1008_0.json,0,종이류/상자류,종이류,상자류,종이류/상자류,True,True,BOX,355.0,366.0,1512.0,1312.0,1157.0,946.0,0.3956713806466539,1.223044397463002
Training,Training/images/종이류/상자류/21_X014_C206_1209/21_X014_C206_1209_1.jpg,Training/labels/종이류/상자류/21_X014_C206_1209/21_X014_C206_1209_1.json,0,종이류/상자류,종이류,상자류,종이류/상자류,True,True,BOX,561.0,289.0,1286.0,800.0,725.0,511.0,0.17866271219135801,1.4187866927592956
Training,Training/images/종이류/상자류/21_X021_C704_1215/21_X021_C704_1215_2.jpg,Training/labels/종이류/상자류/21_X021_C704_1215/21_X021_C704_1215_2.json,0,종이류/상자류,종이류,상자류,종이류/상자류,True,True,BOX,490.0,142.0,1565.0,1287.0,1075.0,1145.0,0.44496319914396437,0.9388646288209607
Training,Training/images/종이류/상자류/21_X055_C203_1012/21_X055_C203_1012_0.jpg,Training/labels/종이류/상자류/21_X055_C203_1012/21_X055_C203_1012_0.json,0,종이류/상자류,종이류,상자류,종이류/상자류,True,True,BOX,762.0,577.0,1267.0,956.0,505.0,379.0,0.06922562210648148,1.3324538258575198
Training,Training/images/종이류/상자류/21_X059_C701_1230/21_X059_C701_1230_0.jpg,Training/labels/종이류/상자류/21_X059_C701_1230/21_X059_C701_1230_0.json,0,종이류/상자류,종이류,상자류,종이류/상자류,True,True,BOX,814.0,396.0,1598.0,859.0,784.0,463.0,0.15132989811062753,1.693304535637149
Training,Training/images/종이류/상자류/21_X060_C203_1008/21_X060_C203_1008_2.jpg,Training/labels/종이류/상자류/21_X060_C203_1008/21_X060_C203_1008_2.json,0,종이류/상자류,종이류,상자류,종이류/상자류,True,True,BOX,422.0,161.0,1424.0,980.0,1002.0,819.0,0.2966618948464341,1.2234432234432235
Training,Training/images/종이류/상자류/21_X161_C705_1210/21_X161_C705_1210_1.jpg,Training/labels/종이류/상자류/21_X161_C705_1210/21_X161_C705_1210_1.json,0,종이류/상자류,종이류,상자류,종이류/상자류,True,True,BOX,333.0,354.0,1402.0,1101.0,1069.0,747.0,0.28882486979166666,1.431057563587684
Training,Training/images/종이류/신문지/21_X006_C205_1013/21_X006_C205_1013_3.jpg,Training/labels/종이류/신문지/21_X006_C205_1013/21_X006_C205_1013_3.json,0,종이류/신문지,종이류,신문지,종이류/신문지,True,True,BOX,697.0,199.0,1330.0,740.0,633.0,541.0,0.1651490162037037,1.1700554528650646
Training,Training/images/종이류/신문지/21_X007_C509_1230/21_X007_C509_1230_1.jpg,Training/labels/종이류/신문지/21_X007_C509_1230/21_X007_C509_1230_1.json,0,종이류/신문지,종이류,신문지,종이류/신문지,True,True,BOX,415.0,336.0,1401.0,1313.0,986.0,977.0,0.34842375578703705,1.0092118730808597
Training,Training/images/종이류/신문지/21_X012_C173_1008/21_X012_C173_1008_1.jpg,Training/labels/종이류/신문지/21_X012_C173_1008/21_X012_C173_1008_1.json,0,종이류/신문지,종이류,신문지,종이류/신문지,True,True,BOX,439.0,280.0,1439.0,834.0,1000.0,554.0,0.2002718491526404,1.8050541516245486
Training,Training/images/종이류/신문지/21_X018_C172_0929/21_X018_C172_0929_0.jpg,Training/labels/종이류/신문지/21_X018_C172_0929/21_X018_C172_0929_0.json,0,종이류/신문지,종이류,신문지,종이류/신문지,True,True,BOX,700.0,431.0,1359.0,1170.0,659.0,739.0,0.17614330150462962,0.8917456021650879
Training,Training/images/종이류/신문지/21_X024_C705_0105/21_X024_C705_0105_2.jpg,Training/labels/종이류/신문지/21_X024_C705_0105/21_X024_C705_0105_2.json,0,종이류/신문지,종이류,신문지,종이류/신문지,True,True,BOX,432.0,207.0,1488.0,1401.0,1056.0,1194.0,0.4560416666666667,0.8844221105527639
Training,Training/images/종이류/신문지/21_X027_C184_0928/21_X027_C184_0928_2.jpg,Training/labels/종이류/신문지/21_X027_C184_0928/21_X027_C184_0928_2.json,0,종이류/신문지,종이류,신문지,종이류/신문지,True,True,BOX,734.0,53.0,1467.0,909.0,733.0,856.0,0.2615805359614455,0.8563084112149533
Training,Training/images/종이류/신문지/21_X036_C705_0106/21_X036_C705_0106_2.jpg,Training/labels/종이류/신문지/21_X036_C705_0106/21_X036_C705_0106_2.json,0,종이류/신문지,종이류,신문지,종이류/신문지,True,True,BOX,344.0,418.0,1524.0,1116.0,1180.0,698.0,0.29790219907407406,1.6905444126074498
Training,Training/images/종이류/신문지/21_X044_C801_0220/21_X044_C801_0220_2.jpg,Training/labels/종이류/신문지/21_X044_C801_0220/21_X044_C801_0220_2.json,0,종이류/신문지,종이류,신문지,종이류/신문지,True,True,BOX,456.0,389.0,1602.0,1147.0,1146.0,758.0,0.3140248134652091,1.5118733509234827
Training,Training/images/종이류/신문지/21_X074_C172_0107/21_X074_C172_0107_3.jpg,Training/labels/종이류/신문지/21_X074_C172_0107/21_X074_C172_0107_3.json,0,종이류/신문지,종이류,신문지,종이류/신문지,True,True,BOX,662.0,337.0,1423.0,1139.0,761.0,802.0,0.2207472511574074,0.9488778054862843
Training,Training/images/종이류/신발상자/21_X002_C166_1013/21_X002_C166_1013_0.jpg,Training/labels/종이류/신발상자/21_X002_C166_1013/21_X002_C166_1013_0.json,0,종이류/신발상자,종이류,신발상자,종이류/신발상자,True,True,BOX,481.0,281.0,1585.0,1413.0,1104.0,1132.0,0.33901041666666665,0.9752650176678446
Training,Training/images/종이류/신발상자/21_X004_C198_1111/21_X004_C198_1111_1.jpg,Training/labels/종이류/신발상자/21_X004_C198_1111/21_X004_C198_1111_1.json,0,종이류/신발상자,종이류,신발상자,종이류/신발상자,True,True,BOX,203.0,364.0,1641.0,1119.0,1438.0,755.0,0.39268301504629627,1.904635761589404
Training,Training/images/종이류/신발상자/21_X007_C205_1014/21_X007_C205_1014_2.jpg,Training/labels/종이류/신발상자/21_X007_C205_1014/21_X007_C205_1014_2.json,0,종이류/신발상자,종이류,신발상자,종이류/신발상자,True,True,BOX,355.0,139.0,1163.0,784.0,808.0,645.0,0.2513310185185185,1.2527131782945737
Training,Training/images/종이류/신발상자/21_X013_C166_1013/21_X013_C166_1013_3.jpg,Training/labels/종이류/신발상자/21_X013_C166_1013/21_X013_C166_1013_3.json,0,종이류/신발상자,종이류,신발상자,종이류/신발상자,True,True,BOX,516.0,469.0,1449.0,1529.0,933.0,1060.0,0.26827799479166664,0.880188679245283
Training,Training/images/종이류/신발상자/21_X018_C205_1014/21_X018_C205_1014_2.jpg,Training/labels/종이류/신발상자/21_X018_C205_1014/21_X018_C205_1014_2.json,0,종이류/신발상자,종이류,신발상자,종이류/신발상자,True,True,BOX,312.0,65.0,1163.0,874.0,851.0,809.0,0.3320114776234568,1.0519159456118665
Training,Training/images/종이류/신발상자/21_X024_C187_1113/21_X024_C187_1113_0.jpg,Training/labels/종이류/신발상자/21_X024_C187_1113/21_X024_C187_1113_0.json,0,종이류/신발상자,종이류,신발상자,종이류/신발상자,True,True,BOX,240.0,218.0,1695.0,1193.0,1455.0,975.0,0.5131022135416666,1.4923076923076923
Training,Training/images/종이류/신발상자/21_X026_C203_1012/21_X026_C203_1012_4.jpg,Training/labels/종이류/신발상자/21_X026_C203_1012/21_X026_C203_1012_4.json,0,종이류/신발상자,종이류,신발상자,종이류/신발상자,True,True,BOX,385.0,150.0,1767.0,890.0,1382.0,740.0,0.3698929398148148,1.8675675675675676
Training,Training/images/종이류/신발상자/21_X034_C203_1007/21_X034_C203_1007_4.jpg,Training/labels/종이류/신발상자/21_X034_C203_1007/21_X034_C203_1007_4.json,0,종이류/신발상자,종이류,신발상자,종이류/신발상자,True,True,BOX,599.0,220.0,1429.0,1163.0,830.0,943.0,0.28309100115740743,0.88016967126193
Training,Training/images/종이류/신발상자/21_X071_C705_1210/21_X071_C705_1210_4.jpg,Training/labels/종이류/신발상자/21_X071_C705_1210/21_X071_C705_1210_4.json,0,종이류/신발상자,종이류,신발상자,종이류/신발상자,True,True,BOX,664.0,334.0,1449.0,1116.0,785.0,782.0,0.22203052662037037,1.0038363171355498
Training,Training/images/종이류/음료수곽/21_X003_C320_1112_5/21_X003_C320_1112_5_4.jpg,Training/labels/종이류/음료수곽/21_X003_C320_1112_5/21_X003_C320_1112_5_4.json,0,종이류/음료수곽,종이류,음료수곽,종이류/음료수곽,True,True,BOX,447.0,198.0,966.0,1755.0,519.0,1557.0,0.292275390625,0.3333333333333333
Training,Training/images/종이류/음료수곽/21_X004_C035_1014/21_X004_C035_1014_2.jpg,Training/labels/종이류/음료수곽/21_X004_C035_1014/21_X004_C035_1014_2.json,0,종이류/음료수곽,종이류,음료수곽,종이류/음료수곽,True,True,BOX,464.0,551.0,1536.0,928.0,1072.0,377.0,0.14617476851851852,2.843501326259947
Training,Training/images/종이류/음료수곽/21_X005_C188_1112/21_X005_C188_1112_2.jpg,Training/labels/종이류/음료수곽/21_X005_C188_1112/21_X005_C188_1112_2.json,0,종이류/음료수곽,종이류,음료수곽,종이류/음료수곽,True,True,BOX,767.0,180.0,1224.0,1247.0,457.0,1067.0,0.17636682581018517,0.42830365510777885
Training,Training/images/종이류/음료수곽/21_X007_C705_1214/21_X007_C705_1214_2.jpg,Training/labels/종이류/음료수곽/21_X007_C705_1214/21_X007_C705_1214_2.json,0,종이류/음료수곽,종이류,음료수곽,종이류/음료수곽,True,True,BOX,643.0,616.0,1322.0,1443.0,679.0,827.0,0.15232557508680555,0.8210399032648126
Training,Training/images/종이류/음료수곽/21_X008_C164_1013/21_X008_C164_1013_3.jpg,Training/labels/종이류/음료수곽/21_X008_C164_1013/21_X008_C164_1013_3.json,0,종이류/음료수곽,종이류,음료수곽,종이류/음료수곽,True,True,BOX,653.0,474.0,1131.0,1219.0,478.0,745.0,0.1288013599537037,0.6416107382550336
Training,Training/images/종이류/음료수곽/21_X008_C184_0923/21_X008_C184_0923_0.jpg,Training/labels/종이류/음료수곽/21_X008_C184_0923/21_X008_C184_0923_0.json,0,종이류/음료수곽,종이류,음료수곽,종이류/음료수곽,True,True,BOX,600.0,432.0,1308.0,812.0,708.0,380.0,0.12974537037037037,1.8631578947368421
Training,Training/images/종이류/음료수곽/21_X010_C320_1111_6/21_X010_C320_1111_6_3.jpg,Training/labels/종이류/음료수곽/21_X010_C320_1111_6/21_X010_C320_1111_6_3.json,0,종이류/음료수곽,종이류,음료수곽,종이류/음료수곽,True,True,BOX,437.0,243.0,1359.0,638.0,922.0,395.0,0.17563175154320987,2.3341772151898734
Training,Training/images/종이류/음료수곽/21_X014_C042_1019/21_X014_C042_1019_4.jpg,Training/labels/종이류/음료수곽/21_X014_C042_1019/21_X014_C042_1019_4.json,0,종이류/음료수곽,종이류,음료수곽,종이류/음료수곽,True,True,BOX,502.0,422.0,1177.0,1200.0,675.0,778.0,0.18994140625,0.8676092544987146
Training,Training/images/종이류/음료수곽/21_X057_C206_1209/21_X057_C206_1209_2.jpg,Training/labels/종이류/음료수곽/21_X057_C206_1209/21_X057_C206_1209_2.json,0,종이류/음료수곽,종이류,음료수곽,종이류/음료수곽,True,True,BOX,536.0,319.0,1332.0,768.0,796.0,449.0,0.17235918209876544,1.7728285077951003
Training,Training/images/종이류/종이봉투/21_X002_C024_1005/21_X002_C024_1005_2.jpg,Training/labels/종이류/종이봉투/21_X002_C024_1005/21_X002_C024_1005_2.json,0,종이류/종이봉투,종이류,종이봉투,종이류/종이봉투,True,True,BOX,419.0,321.0,1667.0,1086.0,1248.0,765.0,0.3453125,1.6313725490196078
Training,Training/images/종이류/종이봉투/21_X002_C211_1112/21_X002_C211_1112_1.jpg,Training/labels/종이류/종이봉투/21_X002_C211_1112/21_X002_C211_1112_1.json,0,종이류/종이봉투,종이류,종이봉투,종이류/종이봉투,True,True,BOX,151.0,181.0,1814.0,1084.0,1663.0,903.0,0.542862875238591,1.841638981173865
