split,image_member,json_member,image_name,folder_major,folder_detail,folder_target_class,width,height,meta_width,meta_height,resolution_match,place,day_night,bounding_count_declared,bounding_count_json,valid_object_count,target_is_annotated,unknown_object_count,sha1,keep_for_processed,exclude_reason
Training,Training/images/의류/외투/18_X027_C203_1211/18_X027_C203_1211_0.jpg,Training/labels/의류/외투/18_X027_C203_1211/18_X027_C203_1211_0.json,18_X027_C203_1211_0.jpg,의류,외투,의류/외투,1920,1440,1920,1440,True,실외,주간,2,2,2,True,0,3944459080b4394c264362bae7b7fe18018439ad,True,
Training,Training/images/의류/외투/18_X046_C023_1012/18_X046_C023_1012_2.jpg,Training/labels/의류/외투/18_X046_C023_1012/18_X046_C023_1012_2.json,18_X046_C023_1012_2.jpg,의류,외투,의류/외투,1920,1440,1920,1440,True,실외,주간,1,1,1,True,0,59e5f3cca7eb85778447590dbcdb6a279436558f,True,
Training,Training/images/의류/외투/18_X054_C900_1209/18_X054_C900_1209_0.jpg,Training/labels/의류/외투/18_X054_C900_1209/18_X054_C900_1209_0.json,18_X054_C900_1209_0.jpg,의류,외투,의류/외투,1920,1080,1920,1080,True,실외,주간,1,1,1,True,0,008321eb400a4a8ff6baa15bfab014dd2d72cc06,True,
Training,Training/images/의류/외투/18_X057_C203_1124_5/18_X057_C203_1124_5_3.jpg,Training/labels/의류/외투/18_X057_C203_1124_5/18_X057_C203_1124_5_3.json,18_X057_C203_1124_5_3.jpg,의류,외투,의류/외투,1920,1440,1920,1440,True,실외,주간,1,1,1,True,0,47e65fd6a501a6c418fb048ac899c7248ad9ef93,True,
Training,Training/images/의류/외투/18_X132_C900_1117/18_X132_C900_1117_4.jpg,Training/labels/의류/외투/18_X132_C900_1117/18_X132_C900_1117_4.json,18_X132_C900_1117_4.jpg,의류,외투,의류/외투,1920,1080,1920,1080,True,실외,주간,1,1,1,True,0,6b95c1760f51389a4d877cb3cf1b908c69d71d09,True,
Training,Training/images/의류/외투/18_X266_C900_1209/18_X266_C900_1209_3.jpg,Training/labels/의류/외투/18_X266_C900_1209/18_X266_C900_1209_3.json,18_X266_C900_1209_3.jpg,의류,외투,의류/외투,1920,1080,1920,1080,True,실외,주간,1,1,1,True,0,7c6f902dabe9fdbdf85630522d694e5c6b859428,True,
Training,Training/images/의류/원피스/18_X001_C052_1106/18_X001_C052_1106_1.jpg,Training/labels/의류/원피스/18_X001_C052_1106/18_X001_C052_1106_1.json,18_X001_C052_1106_1.jpg,의류,원피스,의류/원피스,1920,1440,1920,1440,True,실외,주간,1,1,1,True,0,b69f834da17132db7e76223e85ca3736269ac34b,True,
Training,Training/images/의류/원피스/18_X001_C194_1126/18_X001_C194_1126_1.jpg,Training/labels/의류/원피스/18_X001_C194_1126/18_X001_C194_1126_1.json,18_X001_C194_1126_1.jpg,의류,원피스,의류/원피스,1920,1080,1920,1080,True,실외,주간,1,1,1,True,0,7dc032f0b7973f3ec5767d4058a462bcf5ae2c30,True,
Training,Training/images/의류/원피스/18_X003_C163_1210/18_X003_C163_1210_0.jpg,Training/labels/의류/원피스/18_X003_C163_1210/18_X003_C163_1210_0.json,18_X003_C163_1210_0.jpg,의류,원피스,의류/원피스,1920,1440,1920,1440,True,실외,주간,2,2,2,True,0,99bf3acde2b5f80b641e1dc50768f46b57a62f3f,True,
Training,Training/images/의류/원피스/18_X004_C037_1117/18_X004_C037_1117_4.jpg,Training/labels/의류/원피스/18_X004_C037_1117/18_X004_C037_1117_4.json,18_X004_C037_1117_4.jpg,의류,원피스,의류/원피스,1920,1440,1920,1440,True,실외,주간,1,1,1,True,0,95f9b4a279c5892b98efbff18f4729aa37c039ae,True,
Training,Training/images/의류/원피스/18_X007_C038_1124_6/18_X007_C038_1124_6_0.jpg,Training/labels/의류/원피스/18_X007_C038_1124_6/18_X007_C038_1124_6_0.json,18_X007_C038_1124_6_0.jpg,의류,원피스,의류/원피스,1920,1080,1920,1080,True,실외,주간,1,1,1,True,0,ebc8cbded94fb756621a320b8b1d04b7d16ca307,True,
Training,Training/images/의류/원피스/18_X007_C709_1215/18_X007_C709_1215_3.jpg,Training/labels/의류/원피스/18_X007_C709_1215/18_X007_C709_1215_3.json,18_X007_C709_1215_3.jpg,의류,원피스,의류/원피스,1920,1440,1920,1440,True,실외,주간,1,1,1,True,0,07b564dd7939c50534100140224dda6801048a02,True,
Training,Training/images/의류/원피스/18_X012_C166_1013/18_X012_C166_1013_0.jpg,Training/labels/의류/원피스/18_X012_C166_1013/18_X012_C166_1013_0.json,18_X012_C166_1013_0.jpg,의류,원피스,의류/원피스,1920,1920,1920,1920,True,실외,주간,1,1,1,True,0,412f4e2ddaf74d7db2470ff56d85eba9b4bb85bf,True,
Training,Training/images/의류/원피스/18_X039_C172_1130/18_X039_C172_1130_1.jpg,Training/labels/의류/원피스/18_X039_C172_1130/18_X039_C172_1130_1.json,18_X039_C172_1130_1.jpg,의류,원피스,의류/원피스,1920,1440,1920,1440,True,실외,주간,1,1,1,True,0,b64ebad8c9e9c879b832d4b7f7bd0034374c217e,True,
Training,Training/images/의류/원피스/18_X057_C900_1112/18_X057_C900_1112_2.jpg,Training/labels/의류/원피스/18_X057_C900_1112/18_X057_C900_1112_2.json,18_X057_C900_1112_2.jpg,의류,원피스,의류/원피스,1920,1440,1920,1440,True,실외,주간,1,1,1,True,0,a92493117d3009fd780a423b2bc5f0503f99e2b8,True,
Training,Training/images/의류/하의/18_X002_C173_1207/18_X002_C173_1207_2.jpg,Training/labels/의류/하의/18_X002_C173_1207/18_X002_C173_1207_2.json,18_X002_C173_1207_2.jpg,의류,하의,의류/하의,1920,1440,1920,1440,True,실외,주간,2,2,2,True,0,1455aed8ad5fc0921ac6c15d42ab2f139d6aca0e,True,
Training,Training/images/의류/하의/18_X004_C024_1014/18_X004_C024_1014_0.jpg,Training/labels/의류/하의/18_X004_C024_1014/18_X004_C024_1014_0.json,18_X004_C024_1014_0.jpg,의류,하의,의류/하의,1920,1440,1920,1440,True,실외,주간,1,1,1,True,0,7d68cbdc2b1b3bca228af0d395f5d8e13fcfdb8f,True,
Training,Training/images/의류/하의/18_X008_C163_1117/18_X008_C163_1117_3.jpg,Training/labels/의류/하의/18_X008_C163_1117/18_X008_C163_1117_3.json,18_X008_C163_1117_3.jpg,의류,하의,의류/하의,1920,1080,1920,1080,True,실외,주간,1,1,1,True,0,42431c67aa480578d9e159eb5f904e0e1ce1115f,True,
Training,Training/images/의류/하의/18_X009_C194_1125/18_X009_C194_1125_2.jpg,Training/labels/의류/하의/18_X009_C194_1125/18_X009_C194_1125_2.json,18_X009_C194_1125_2.jpg,의류,하의,의류/하의,1920,1080,1920,1080,True,실외,주간,1,1,1,True,0,a1ac305862b011a679520b70d21822fc2874e448,True,
Training,Training/images/의류/하의/18_X011_C163_1130/18_X011_C163_1130_2.jpg,Training/labels/의류/하의/18_X011_C163_1130/18_X011_C163_1130_2.json,18_X011_C163_1130_2.jpg,의류,하의,의류/하의,1920,1440,1920,1440,True,실외,주간,1,1,1,True,0,add86e54ddced4f0d7b9cd8baea2749855c8db53,True,
Training,Training/images/의류/하의/18_X012_C058_1126/18_X012_C058_1126_3.jpg,Training/labels/의류/하의/18_X012_C058_1126/18_X012_C058_1126_3.json,18_X012_C058_1126_3.jpg,의류,하의,의류/하의,1920,1440,1920,1440,True,실외,주간,1,1,1,True,0,838fa591274040f2ef5511e5387db6e538d8304b,True,
Training,Training/images/의류/하의/18_X012_C704_1211/18_X012_C704_1211_2.jpg,Training/labels/의류/하의/18_X012_C704_1211/18_X012_C704_1211_2.json,18_X012_C704_1211_2.jpg,의류,하의,의류/하의,1920,1440,1920,1440,True,실외,주간,1,1,1,True,0,32265996233e4a8c6ea0cb7359c720235d3b63f5,True,
Training,Training/images/의류/하의/18_X162_C900_1117/18_X162_C900_1117_3.jpg,Training/labels/의류/하의/18_X162_C900_1117/18_X162_C900_1117_3.json,18_X162_C900_1117_3.jpg,의류,하의,의류/하의,1920,1080,1920,1080,True,실외,주간,1,1,1,True,0,fb68dec63e00d8bbd32d7d76a84d2a91fb2bc986,True,
Training,Training/images/의류/하의/18_X644_C900_1117/18_X644_C900_1117_1.jpg,Training/labels/의류/하의/18_X644_C900_1117/18_X644_C900_1117_1.json,18_X644_C900_1117_1.jpg,의류,하의,의류/하의,1920,1440,1920,1440,True,실외,주간,1,1,1,True,0,50422a28a1a40ce936fc8d71b2ab72a6da00c473,True,
Training,Training/images/의류/합성섬유/18_X001_C034_1006/18_X001_C034_1006_3.jpg,Training/labels/의류/합성섬유/18_X001_C034_1006/18_X001_C034_1006_3.json,18_X001_C034_1006_3.jpg,의류,합성섬유,의류/합성섬유,1920,1440,1920,1440,True,실외,주간,1,1,1,True,0,c20c388038de5ed3d67e2d9e6c1938f4e6bdcb4c,True,
Training,Training/images/의류/합성섬유/18_X001_C207_1026/18_X001_C207_1026_0.jpg,Training/labels/의류/합성섬유/18_X001_C207_1026/18_X001_C207_1026_0.json,18_X001_C207_1026_0.jpg,의류,합성섬유,의류/합성섬유,1440,1920,1440,1920,True,실외,주간,1,1,1,True,0,6a20021c15d611412d099de3e565db9c68e7f31b,True,
Training,Training/images/의류/합성섬유/18_X001_C209_1118/18_X001_C209_1118_1.jpg,Training/labels/의류/합성섬유/18_X001_C209_1118/18_X001_C209_1118_1.json,18_X001_C209_1118_1.jpg,의류,합성섬유,의류/합성섬유,1920,1440,1920,1440,True,실외,주간,1,1,1,True,0,92c8c765d183ed8042f5fa371b40626c14a9a0d3,True,
Training,Training/images/의류/합성섬유/18_X001_C504_1015/18_X001_C504_1015_2.jpg,Training/labels/의류/합성섬유/18_X001_C504_1015/18_X001_C504_1015_2.json,18_X001_C504_1015_2.jpg,의류,합성섬유,의류/합성섬유,1440,1920,1440,1920,True,실외,주간,1,1,1,True,0,dd02f4464b4ca25ee49f884ee4696473446836cb,True,
Training,Training/images/의류/합성섬유/18_X002_C172_1113/18_X002_C172_1113_3.jpg,Training/labels/의류/합성섬유/18_X002_C172_1113/18_X002_C172_1113_3.json,18_X002_C172_1113_3.jpg,의류,합성섬유,의류/합성섬유,1920,1440,1920,1440,True,실외,주간,1,1,1,True,0,daa64505d0ee9b0532c0f8912783191dd0347acf,True,
Training,Training/images/의류/합성섬유/18_X034_C178_1120/18_X034_C178_1120_1.jpg,Training/labels/의류/합성섬유/18_X034_C178_1120/18_X034_C178_1120_1.json,18_X034_C178_1120_1.jpg,의류,합성섬유,의류/합성섬유,1920,1440,1920,1440,True,실외,주간,1,1,1,True,0,db4d2979bca704e9ad2b7340fd13e79ca302feb0,True,
Training,Training/images/의류/합성섬유/18_X034_C203_1123/18_X034_C203_1123_2.jpg,Training/labels/의류/합성섬유/18_X034_C203_1123/18_X034_C203_1123_2.json,18_X034_C203_1123_2.jpg,의류,합성섬유,의류/합성섬유,1920,1440,1920,1440,True,실외,주간,1,1,1,True,0,adaeef0db160e8dc47e39dd70d9ac58267466449,True,
Training,Training/images/의류/합성섬유/18_X037_C178_1120/18_X037_C178_1120_1.jpg,Training/labels/의류/합성섬유/18_X037_C178_1120/18_X037_C178_1120_1.json,18_X037_C178_1120_1.jpg,의류,합성섬유,의류/합성섬유,1920,1440,1920,1440,True,실외,주간,1,1,1,True,0,694b7162d187ba4a7b884948934d0decac49518d,True,
Training,Training/images/의류/합성섬유/18_X693_C900_1209/18_X693_C900_1209_3.jpg,Training/labels/의류/합성섬유/18_X693_C900_1209/18_X693_C900_1209_3.json,18_X693_C900_1209_3.jpg,의류,합성섬유,의류/합성섬유,1920,1920,1920,1920,True,실외,주간,1,1,1,True,0,19463350727b4dfa00e8ec3ad6a3615133095382,True,
Training,Training/images/종이류/기타/21_X007_C705_0111/21_X007_C705_0111_4.jpg,Training/labels/종이류/기타/21_X007_C705_0111/21_X007_C705_0111_4.json,21_X007_C705_0111_4.jpg,종이류,기타,종이류/기타,1921,1440,1921,1440,True,실외,주간,1,1,1,True,0,ab963d8bdbd39475f166d935b7058faded6966c9,True,
Training,Training/images/종이류/기타/21_X014_C058_0127/21_X014_C058_0127_3.jpg,Training/labels/종이류/기타/21_X014_C058_0127/21_X014_C058_0127_3.json,21_X014_C058_0127_3.jpg,종이류,기타,종이류/기타,1921,1440,1921,1440,True,실외,주간,2,2,2,True,0,0c59f3857d52709effd423b3bd0f48083d210653,True,
Training,Training/images/종이류/기타/21_X016_C705_0105/21_X016_C705_0105_4.jpg,Training/labels/종이류/기타/21_X016_C705_0105/21_X016_C705_0105_4.json,21_X016_C705_0105_4.jpg,종이류,기타,종이류/기타,1921,1440,1921,1440,True,실외,주간,1,1,1,True,0,4189f3a99c7c98437c40279f138045140101e986,True,
Training,Training/images/종이류/기타/21_X017_C211_1113/21_X017_C211_1113_3.jpg,Training/labels/종이류/기타/21_X017_C211_1113/21_X017_C211_1113_3.json,21_X017_C211_1113_3.jpg,종이류,기타,종이류/기타,1921,1440,1921,1440,True,실외,주간,1,1,1,True,0,53a85acfa37142e7534d2a98bbc47b1dbbb6fef5,True,
Training,Training/images/종이류/기타/21_X025_C500_0217/21_X025_C500_0217_2.jpg,Training/labels/종이류/기타/21_X025_C500_0217/21_X025_C500_0217_2.json,21_X025_C500_0217_2.jpg,종이류,기타,종이류/기타,1440,1921,1440,1921,True,실외,주간,1,1,1,True,0,3c3ced7dffe0be660a1683a5f54355dc99ac53da,True,
Training,Training/images/종이류/기타/21_X037_C704_0107/21_X037_C704_0107_4.jpg,Training/labels/종이류/기타/21_X037_C704_0107/21_X037_C704_0107_4.json,21_X037_C704_0107_4.jpg,종이류,기타,종이류/기타,1921,1440,1921,1440,True,실외,주간,1,1,1,True,0,a6404dc62901acad5842ddcb5c9a91f9e1fd7a24,True,
Training,Training/images/종이류/기타/21_X051_C704_0107/21_X051_C704_0107_1.jpg,Training/labels/종이류/기타/21_X051_C704_0107/21_X051_C704_0107_1.json,21_X051_C704_0107_1.jpg,종이류,기타,종이류/기타,1921,1440,1921,1440,True,실외,주간,1,1,1,True,0,800f27fc4ff3947c5e7bb9bea85f90e17a31f1b1,True,
Training,Training/images/종이류/기타/21_X052_C701_1230/21_X052_C701_1230_0.jpg,Training/labels/종이류/기타/21_X052_C701_1230/21_X052_C701_1230_0.json,21_X052_C701_1230_0.jpg,종이류,기타,종이류/기타,2223,1081,2223,1081,True,실외,주간,1,1,1,True,0,26973c7423c603890d0cb78aa34554e41bd3152c,True,
Training,Training/images/종이류/기타/21_X071_C701_1230/21_X071_C701_1230_0.jpg,Training/labels/종이류/기타/21_X071_C701_1230/21_X071_C701_1230_0.json,21_X071_C701_1230_0.jpg,종이류,기타,종이류/기타,1921,1081,1921,1081,True,실외,주간,1,1,1,True,0,f89b02a17dc49cf56ad7f76154d1e94d9abe48cd,True,
Training,Training/images/종이류/노트/21_X009_C209_1112/21_X009_C209_1112_3.jpg,Training/labels/종이류/노트/21_X009_C209_1112/21_X009_C209_1112_3.json,21_X009_C209_1112_3.jpg,종이류,노트,종이류/노트,1920,1440,1920,1440,True,실외,주간,1,1,1,True,0,a142b3e5c89a83bba3d67537b2672a47f1d613fb,True,
Training,Training/images/종이류/노트/21_X023_C175_1113/21_X023_C175_1113_4.jpg,Training/labels/종이류/노트/21_X023_C175_1113/21_X023_C175_1113_4.json,21_X023_C175_1113_4.jpg,종이류,노트,종이류/노트,1921,1440,1921,1440,True,실외,주간,1,1,1,True,0,34ddf868165e8084defeda5b9885975d25e56e3f,True,
Training,Training/images/종이류/노트/21_X052_C015_0131/21_X052_C015_0131_1.jpg,Training/labels/종이류/노트/21_X052_C015_0131/21_X052_C015_0131_1.json,21_X052_C015_0131_1.jpg,종이류,노트,종이류/노트,1921,1080,1921,1080,True,실외,주간,2,2,2,True,0,dc2f9d192f08835dc0571286966a4a622d4f79e2,True,
Training,Training/images/종이류/노트/21_X053_C015_0131/21_X053_C015_0131_3.jpg,Training/labels/종이류/노트/21_X053_C015_0131/21_X053_C015_0131_3.json,21_X053_C015_0131_3.jpg,종이류,노트,종이류/노트,1921,1080,1921,1080,True,실외,주간,1,1,1,True,0,48e295de7d95b88ed65ec8b1919e103e83d0ec02,True,
Training,Training/images/종이류/노트/21_X071_C015_0131/21_X071_C015_0131_0.jpg,Training/labels/종이류/노트/21_X071_C015_0131/21_X071_C015_0131_0.json,21_X071_C015_0131_0.jpg,종이류,노트,종이류/노트,1921,1080,1921,1080,True,실외,주간,1,1,1,True,0,b7280389e474cffc3f29dd63b0f28774b7ba9d4f,True,
Training,Training/images/종이류/노트/21_X175_C015_0131/21_X175_C015_0131_2.jpg,Training/labels/종이류/노트/21_X175_C015_0131/21_X175_C015_0131_2.json,21_X175_C015_0131_2.jpg,종이류,노트,종이류/노트,1921,1080,1921,1080,True,실외,주간,1,1,1,True,0,565eac1b3a23b3cae44eb30a2f028fc23fa44222,True,
Training,Training/images/종이류/노트/21_X196_C015_0131/21_X196_C015_0131_3.jpg,Training/labels/종이류/노트/21_X196_C015_0131/21_X196_C015_0131_3.json,21_X196_C015_0131_3.jpg,종이류,노트,종이류/노트,1921,1080,1921,1080,True,실외,주간,1,1,1,True,0,6347fb7b9dfe072932fbb14cfc28aab6e0971025,True,
Training,Training/images/종이류/노트/21_X406_C015_0131/21_X406_C015_0131_2.jpg,Training/labels/종이류/노트/21_X406_C015_0131/21_X406_C015_0131_2.json,21_X406_C015_0131_2.jpg,종이류,노트,종이류/노트,1921,1080,1921,1080,True,실외,주간,2,2,2,True,0,49a90fea5f0fd5d3a5d3f0900c13c8acc0117bdf,True,
Training,Training/images/종이류/노트/21_X454_C015_0131/21_X454_C015_0131_0.jpg,Training/labels/종이류/노트/21_X454_C015_0131/21_X454_C015_0131_0.json,21_X454_C015_0131_0.jpg,종이류,노트,종이류/노트,1921,1080,1921,1080,True,실외,주간,1,1,1,True,0,56dae4267dbd3de08caa70a6d96816eb86b76b06,True,
Training,Training/images/종이류/상자류/21_X001_C026_1110/21_X001_C026_1110_2.jpg,Training/labels/종이류/상자류/21_X001_C026_1110/21_X001_C026_1110_2.json,21_X001_C026_1110_2.jpg,종이류,상자류,종이류/상자류,1920,1080,1920,1080,True,실외,주간,1,1,1,True,0,e74361e6757a798196cee2e9267ff1a050aa3235,True,
Training,Training/images/종이류/상자류/21_X003_C705_1220/21_X003_C705_1220_0.jpg,Training/labels/종이류/상자류/21_X003_C705_1220/21_X003_C705_1220_0.json,21_X003_C705_1220_0.jpg,종이류,상자류,종이류/상자류,1920,1080,1920,1080,True,실외,주간,1,1,1,True,0,d50a7bc0641b678e71b4bc062cbea8fe84147914,True,
Training,Training/images/종이류/상자류/21_X013_C173_1008/21_X013_C173_1008_0.jpg,Training/labels/종이류/상자류/21_X013_C173_1008/21_X013_C173_1008_0.json,21_X013_C173_1008_0.jpg,종이류,상자류,종이류/상자류,1921,1440,1921,1440,True,실외,주간,1,1,1,True,0,5eb1d81391fe185115e6ec3cd0671c8770c38018,True,
Training,Training/images/종이류/상자류/21_X014_C206_1209/21_X014_C206_1209_1.jpg,Training/labels/종이류/상자류/21_X014_C206_1209/21_X014_C206_1209_1.json,21_X014_C206_1209_1.jpg,종이류,상자류,종이류/상자류,1920,1080,1920,1080,True,실외,주간,1,1,1,True,0,af65fe114950f788f1f129f5f29bb40c8e204730,True,
Training,Training/images/종이류/상자류/21_X021_C704_1215/21_X021_C704_1215_2.jpg,Training/labels/종이류/상자류/21_X021_C704_1215/21_X021_C704_1215_2.json,21_X021_C704_1215_2.jpg,종이류,상자류,종이류/상자류,1921,1440,1921,1440,True,실외,주간,1,1,1,True,0,2279166da6965111d6f67a3a168711a68453bfb1,True,
Training,Training/images/종이류/상자류/21_X055_C203_1012/21_X055_C203_1012_0.jpg,Training/labels/종이류/상자류/21_X055_C203_1012/21_X055_C203_1012_0.json,21_X055_C203_1012_0.jpg,종이류,상자류,종이류/상자류,1920,1440,1920,1440,True,실외,주간,1,1,1,True,0,f87e06e21581ce888cbbe1bb3081c6d474fb899c,True,
Training,Training/images/종이류/상자류/21_X059_C701_1230/21_X059_C701_1230_0.jpg,Training/labels/종이류/상자류/21_X059_C701_1230/21_X059_C701_1230_0.json,21_X059_C701_1230_0.jpg,종이류,상자류,종이류/상자류,2221,1080,2221,1080,True,실외,주간,1,1,1,True,0,34ebf64f8b6a17ada29227445ccba7370f082126,True,
Training,Training/images/종이류/상자류/21_X060_C203_1008/21_X060_C203_1008_2.jpg,Training/labels/종이류/상자류/21_X060_C203_1008/21_X060_C203_1008_2.json,21_X060_C203_1008_2.jpg,종이류,상자류,종이류/상자류,1921,1440,1921,1440,True,실외,주간,1,1,1,True,0,33b77e9140ea7af8655de5e1fa43c105326c8f09,True,
Training,Training/images/종이류/상자류/21_X161_C705_1210/21_X161_C705_1210_1.jpg,Training/labels/종이류/상자류/21_X161_C705_1210/21_X161_C705_1210_1.json,21_X161_C705_1210_1.jpg,종이류,상자류,종이류/상자류,1920,1440,1920,1440,True,실외,주간,1,1,1,True,0,2ca4a05134c5decfded92a2115d109d9f09d68a6,True,
Training,Training/images/종이류/신문지/21_X006_C205_1013/21_X006_C205_1013_3.jpg,Training/labels/종이류/신문지/21_X006_C205_1013/21_X006_C205_1013_3.json,21_X006_C205_1013_3.jpg,종이류,신문지,종이류/신문지,1920,1080,1920,1080,True,실외,주간,1,1,1,True,0,511e4cf0c09af739f3c7bae5391778558ac82f6f,True,
Training,Training/images/종이류/신문지/21_X007_C509_1230/21_X007_C509_1230_1.jpg,Training/labels/종이류/신문지/21_X007_C509_1230/21_X007_C509_1230_1.json,21_X007_C509_1230_1.jpg,종이류,신문지,종이류/신문지,1920,1440,1920,1440,True,실외,주간,1,1,1,True,0,b2109d4dd5d4bb30126b81edaec3b093a60cf834,True,
Training,Training/images/종이류/신문지/21_X012_C173_1008/21_X012_C173_1008_1.jpg,Training/labels/종이류/신문지/21_X012_C173_1008/21_X012_C173_1008_1.json,21_X012_C173_1008_1.jpg,종이류,신문지,종이류/신문지,1921,1440,1921,1440,True,실외,주간,1,1,1,True,0,ea8b4d449005cd68151928345de2f6197f66ae8b,True,
Training,Training/images/종이류/신문지/21_X018_C172_0929/21_X018_C172_0929_0.jpg,Training/labels/종이류/신문지/21_X018_C172_0929/21_X018_C172_0929_0.json,21_X018_C172_0929_0.jpg,종이류,신문지,종이류/신문지,1920,1440,1920,1440,True,실외,주간,1,1,1,True,0,9ea14218d47c6f98c3afaf290aca33f72c8876a4,True,
Training,Training/images/종이류/신문지/21_X024_C705_0105/21_X024_C705_0105_2.jpg,Training/labels/종이류/신문지/21_X024_C705_0105/21_X024_C705_0105_2.json,21_X024_C705_0105_2.jpg,종이류,신문지,종이류/신문지,1920,1440,1920,1440,True,실외,주간,1,1,1,True,0,6d18efd394f8075d11e844aaa87f4979a3e54270,True,
Training,Training/images/종이류/신문지/21_X027_C184_0928/21_X027_C184_0928_2.jpg,Training/labels/종이류/신문지/21_X027_C184_0928/21_X027_C184_0928_2.json,21_X027_C184_0928_2.jpg,종이류,신문지,종이류/신문지,2221,1080,2221,1080,True,실외,주간,1,1,1,True,0,dbc29d4924a83d30d860aaf3c90b55644eccd65a,True,
Training,Training/images/종이류/신문지/21_X036_C705_0106/21_X036_C705_0106_2.jpg,Training/labels/종이류/신문지/21_X036_C705_0106/21_X036_C705_0106_2.json,21_X036_C705_0106_2.jpg,종이류,신문지,종이류/신문지,1920,1440,1920,1440,True,실외,주간,1,1,1,True,0,3ebed58f2d75f0b17e1121ee38cfbbd61bf0b6da,True,
Training,Training/images/종이류/신문지/21_X044_C801_0220/21_X044_C801_0220_2.jpg,Training/labels/종이류/신문지/21_X044_C801_0220/21_X044_C801_0220_2.json,21_X044_C801_0220_2.jpg,종이류,신문지,종이류/신문지,1921,1440,1921,1440,True,실외,주간,1,1,1,True,0,db7de011a13f04cff97dbc742dcddbd62d4b85b1,True,
Training,Training/images/종이류/신문지/21_X074_C172_0107/21_X074_C172_0107_3.jpg,Training/labels/종이류/신문지/21_X074_C172_0107/21_X074_C172_0107_3.json,21_X074_C172_0107_3.jpg,종이류,신문지,종이류/신문지,1920,1440,1920,1440,True,실외,주간,1,1,1,True,0,50a678f80b9cf32dc7f96b8489ecfcb6401abf9a,True,
Training,Training/images/종이류/신발상자/21_X002_C166_1013/21_X002_C166_1013_0.jpg,Training/labels/종이류/신발상자/21_X002_C166_1013/21_X002_C166_1013_0.json,21_X002_C166_1013_0.jpg,종이류,신발상자,종이류/신발상자,1920,1920,1920,1920,True,실외,주간,1,1,1,True,0,245b5dc202857fed738b1431973644945010a417,True,
Training,Training/images/종이류/신발상자/21_X004_C198_1111/21_X004_C198_1111_1.jpg,Training/labels/종이류/신발상자/21_X004_C198_1111/21_X004_C198_1111_1.json,21_X004_C198_1111_1.jpg,종이류,신발상자,종이류/신발상자,1920,1440,1920,1440,True,실외,주간,1,1,1,True,0,64a7f17c961674b0778b058c873c8cef3663d7c7,True,
Training,Training/images/종이류/신발상자/21_X007_C205_1014/21_X007_C205_1014_2.jpg,Training/labels/종이류/신발상자/21_X007_C205_1014/21_X007_C205_1014_2.json,21_X007_C205_1014_2.jpg,종이류,신발상자,종이류/신발상자,1920,1080,1920,1080,True,실외,주간,1,1,1,True,0,fb55d971953e656b2198bde400132d67567958a5,True,
Training,Training/images/종이류/신발상자/21_X013_C166_1013/21_X013_C166_1013_3.jpg,Training/labels/종이류/신발상자/21_X013_C166_1013/21_X013_C166_1013_3.json,21_X013_C166_1013_3.jpg,종이류,신발상자,종이류/신발상자,1920,1920,1920,1920,True,실외,주간,1,1,1,True,0,2b54571b8ccdb1811f0bf28d90567204541ca48b,True,
Training,Training/images/종이류/신발상자/21_X018_C205_1014/21_X018_C205_1014_2.jpg,Training/labels/종이류/신발상자/21_X018_C205_1014/21_X018_C205_1014_2.json,21_X018_C205_1014_2.jpg,종이류,신발상자,종이류/신발상자,1920,1080,1920,1080,True,실외,주간,1,1,1,True,0,2f6297dfe823acc77cfd0e11c953962ef89a13ea,True,
Training,Training/images/종이류/신발상자/21_X024_C187_1113/21_X024_C187_1113_0.jpg,Training/labels/종이류/신발상자/21_X024_C187_1113/21_X024_C187_1113_0.json,21_X024_C187_1113_0.jpg,종이류,신발상자,종이류/신발상자,1920,1440,1920,1440,True,실외,주간,1,1,1,True,0,cab015364f37a16ac723dcc6e3c2fe32c42490d1,True,
Training,Training/images/종이류/신발상자/21_X026_C203_1012/21_X026_C203_1012_4.jpg,Training/labels/종이류/신발상자/21_X026_C203_1012/21_X026_C203_1012_4.json,21_X026_C203_1012_4.jpg,종이류,신발상자,종이류/신발상자,1920,1440,1920,1440,True,실외,주간,1,1,1,True,0,6d3940bd85f898f481898aa4324f94e943fae31c,True,
Training,Training/images/종이류/신발상자/21_X034_C203_1007/21_X034_C203_1007_4.jpg,Training/labels/종이류/신발상자/21_X034_C203_1007/21_X034_C203_1007_4.json,21_X034_C203_1007_4.jpg,종이류,신발상자,종이류/신발상자,1920,1440,1920,1440,True,실외,주간,1,1,1,True,0,9f20c50c77d9bb12c9cfd34db5f3e1988aa714bf,True,
Training,Training/images/종이류/신발상자/21_X071_C705_1210/21_X071_C705_1210_4.jpg,Training/labels/종이류/신발상자/21_X071_C705_1210/21_X071_C705_1210_4.json,21_X071_C705_1210_4.jpg,종이류,신발상자,종이류/신발상자,1920,1440,1920,1440,True,실외,주간,1,1,1,True,0,b5bf4416c79abe988bd57f08d19fa443bcc7bf63,True,
Training,Training/images/종이류/음료수곽/21_X003_C320_1112_5/21_X003_C320_1112_5_4.jpg,Training/labels/종이류/음료수곽/21_X003_C320_1112_5/21_X003_C320_1112_5_4.json,21_X003_C320_1112_5_4.jpg,종이류,음료수곽,종이류/음료수곽,1440,1920,1440,1920,True,실외,주간,1,1,1,True,0,cae5077bd24b7ae58ec33176da8be99386d481b7,True,
